Timestamp,State of Charge (%),Voltage (V)
06:09:53,79.76953125,4.03125
06:09:54,79.76953125,4.03125
06:09:55,79.76953125,4.03125
06:09:56,79.76953125,4.03125
06:09:57,79.76953125,4.03125
06:09:58,79.76953125,4.03125
06:09:59,79.76953125,4.03125
06:10:00,79.76953125,4.03125
06:10:01,79.76953125,4.03125
06:10:02,79.76953125,4.03125
06:10:03,79.76953125,4.03125
06:10:04,79.76953125,4.03125
06:10:05,79.76953125,4.03125
06:10:06,79.76953125,4.03125
06:10:07,79.76953125,4.03125
06:10:08,79.76953125,4.03125
06:10:09,79.76953125,4.03125
06:10:10,79.76953125,4.03125
06:10:11,79.76953125,4.03125
06:10:12,79.76953125,4.03125
06:10:13,79.76953125,4.03125
06:10:14,79.76953125,4.03125
06:10:15,79.76953125,4.03125
06:10:16,79.76953125,4.03125
06:10:17,79.76953125,4.03125
06:10:18,79.76953125,4.03125
06:10:19,79.76953125,4.03125
06:10:20,79.76953125,4.03125
06:10:21,79.76953125,4.03125
06:10:22,79.76953125,4.03125
06:10:23,79.76953125,4.03125
06:10:24,79.76953125,4.03125
06:10:25,79.76953125,4.03125
06:10:26,79.76953125,4.03125
06:10:27,79.76953125,4.03125
06:10:28,79.76953125,4.03125
06:10:29,79.76953125,4.03125
06:10:30,79.76953125,4.03125
06:10:31,79.76953125,4.03125
06:10:32,79.76953125,4.03125
06:10:33,79.76953125,4.03125
06:10:34,79.76953125,4.03125
06:10:35,79.76953125,4.03125
06:10:36,79.76953125,4.03125
06:10:37,79.76953125,4.03125
06:10:38,79.76953125,4.03125
06:10:39,79.76953125,4.03125
06:10:40,79.76953125,4.03125
06:10:41,79.76953125,4.03125
06:10:42,79.76953125,4.03125
06:10:43,79.76953125,4.03125
06:10:44,79.76953125,4.03125
06:10:45,79.76953125,4.03125
06:10:46,79.76953125,4.03125
06:10:47,79.76953125,4.03125
06:10:48,79.76953125,4.03125
06:10:49,79.76953125,4.03125
06:10:50,79.76953125,4.03125
06:10:51,79.76953125,4.03125
06:10:52,79.76953125,4.03125
06:10:53,79.76953125,4.03125
06:10:54,79.76953125,4.03125
06:10:55,79.76953125,4.03125
06:10:56,79.76953125,4.03125
06:10:57,79.76953125,4.03125
06:10:58,79.76953125,4.03125
06:10:59,79.76953125,4.03125
06:11:00,79.76953125,4.03125
06:11:01,79.76953125,4.03125
06:11:02,79.76953125,4.0175
06:11:03,79.76953125,4.0025
06:11:04,79.76953125,4.0025
06:11:05,79.76953125,4.00125
06:11:06,79.76953125,4.00375
06:11:07,79.76953125,4.0
06:11:08,79.76953125,3.99625
06:11:09,79.76953125,3.995
06:11:10,79.76953125,3.99375
06:11:11,79.76953125,3.995
06:11:12,79.76953125,3.99375
06:11:13,79.76953125,3.9925
06:11:14,79.76953125,3.99125
06:11:15,79.76953125,3.9925
06:11:16,79.76953125,3.9725
06:11:17,79.76953125,3.98625
06:11:18,79.76953125,3.97875
06:11:19,79.76953125,3.98
06:11:20,79.76953125,3.955
06:11:21,79.76953125,3.95
06:11:22,79.76953125,3.97
06:11:23,79.76953125,3.9725
06:11:24,79.76953125,3.97125
06:11:25,79.76953125,3.97625
06:11:26,79.76953125,3.98
06:11:27,79.76953125,3.97
06:11:28,79.76953125,3.96625
06:11:29,79.76953125,3.9525
06:11:30,79.76953125,3.965
06:11:31,79.76953125,3.97
06:11:32,79.76953125,3.9625
06:11:33,79.76953125,3.9625
06:11:34,79.76953125,3.95625
06:11:35,79.76953125,3.9625
06:11:36,79.76953125,3.975
06:11:38,79.76953125,3.975
06:11:39,79.76953125,3.97625
06:11:40,79.76953125,3.9775
06:11:41,79.76953125,3.97375
06:11:42,79.76953125,3.975
06:11:43,79.60546875,3.9825
06:11:44,79.60546875,3.9825
06:11:45,79.60546875,3.96875
06:11:46,79.60546875,3.9725
06:11:47,79.60546875,3.97125
06:11:48,79.60546875,3.97
06:11:49,79.60546875,3.97
06:11:50,79.60546875,3.97
06:11:51,79.60546875,3.96
06:11:52,79.60546875,3.96
06:11:53,79.60546875,3.96625
06:11:54,79.60546875,3.96625
06:11:55,79.60546875,3.965
06:11:56,79.60546875,3.965
06:11:57,79.60546875,3.96375
06:11:58,79.60546875,3.96375
06:11:59,79.60546875,3.95875
06:12:00,79.60546875,3.9675
06:12:01,79.60546875,3.965
06:12:02,79.60546875,3.965
06:12:03,79.60546875,3.97125
06:12:04,79.60546875,3.9675
06:12:05,79.60546875,3.965
06:12:06,79.60546875,3.965
06:12:07,79.60546875,3.965
06:12:08,79.60546875,3.965
06:12:09,79.60546875,3.965
06:12:10,79.60546875,3.965
06:12:11,79.60546875,3.965
06:12:12,79.60546875,3.965
06:12:13,79.60546875,3.96375
06:12:14,79.60546875,3.96375
06:12:15,79.60546875,3.96375
06:12:16,79.60546875,3.96375
06:12:17,79.60546875,3.9625
06:12:18,79.60546875,3.96375
06:12:19,79.44140625,3.9625
06:12:20,79.44140625,3.9625
06:12:21,79.44140625,3.9625
06:12:22,79.44140625,3.9625
06:12:23,79.44140625,3.9625
06:12:24,79.44140625,3.9625
06:12:25,79.44140625,3.9625
06:12:26,79.44140625,3.9675
06:12:27,79.44140625,3.9625
06:12:28,79.44140625,3.9625
06:12:29,79.44140625,3.9625
06:12:30,79.44140625,3.9625
06:12:31,79.44140625,3.96125
06:12:32,79.44140625,3.96125
06:12:33,79.44140625,3.96125
06:12:34,79.44140625,3.96125
06:12:35,79.44140625,3.96125
06:12:36,79.44140625,3.9675
06:12:37,79.44140625,3.9675
06:12:38,79.44140625,3.96125
06:12:39,79.44140625,3.96125
06:12:40,79.44140625,3.96
06:12:41,79.44140625,3.96
06:12:42,79.44140625,3.96
06:12:43,79.44140625,3.96
06:12:44,79.44140625,3.96
06:12:45,79.44140625,3.96
06:12:46,79.44140625,3.96375
06:12:47,79.44140625,3.96
06:12:48,79.44140625,3.92625
06:12:49,79.44140625,3.87625
06:12:50,79.44140625,3.875
06:12:51,79.28125,3.8775
06:12:52,79.28125,3.875
06:12:53,79.28125,3.87375
06:12:54,79.28125,3.8725
06:12:55,79.28125,3.87
06:12:56,79.28125,3.865
06:12:57,79.28125,3.8625
06:12:58,79.28125,3.8625
06:12:59,79.28125,3.86
06:13:00,79.28125,3.85875
06:13:01,79.28125,3.8575
06:13:02,79.28125,3.8575
06:13:03,79.28125,3.855
06:13:04,79.1171875,3.89625
06:13:05,79.1171875,3.93625
06:13:06,79.1171875,3.93125
06:13:07,79.1171875,3.93125
06:13:08,79.1171875,3.945
06:13:09,79.1171875,3.9475
06:13:10,79.1171875,3.9475
06:13:11,79.1171875,3.94625
06:13:12,79.1171875,3.95
06:13:13,79.1171875,3.95
06:13:14,79.1171875,3.95
06:13:15,79.1171875,3.95
06:13:16,79.1171875,3.95125
06:13:17,79.1171875,3.9525
06:13:18,79.1171875,3.9525
06:13:19,79.1171875,3.9525
06:13:20,79.1171875,3.9525
06:13:21,79.1171875,3.9525
06:13:22,79.1171875,3.95375
06:13:23,79.1171875,3.95375
06:13:24,79.1171875,3.95375
06:13:25,79.1171875,3.955
06:13:26,79.1171875,3.955
06:13:27,79.1171875,3.955
06:13:28,79.1171875,3.955
06:13:29,79.1171875,3.955
06:13:30,79.1171875,3.955
06:13:31,79.1171875,3.955
06:13:32,79.1171875,3.955
06:13:33,79.1171875,3.955
06:13:34,78.953125,3.95625
06:13:35,78.953125,3.95625
06:13:36,78.953125,3.95625
06:13:37,78.953125,3.95625
06:13:38,78.953125,3.95625
06:13:39,78.953125,3.95625
06:13:40,78.953125,3.95625
06:13:41,78.953125,3.9575
06:13:42,78.953125,3.95125
06:13:43,78.953125,3.95
06:13:44,78.953125,3.9525
06:13:45,78.953125,3.9575
06:13:46,78.953125,3.9575
06:13:47,78.953125,3.95375
06:13:48,78.953125,3.95125
06:13:49,78.953125,3.9525
06:13:50,78.953125,3.9575
06:13:51,78.953125,3.9575
06:13:52,78.953125,3.9575
06:13:53,78.953125,3.9575
06:13:54,78.953125,3.9575
06:13:55,78.953125,3.9575
06:13:56,78.953125,3.9575
06:13:57,78.953125,3.9575
06:13:58,78.953125,3.9575
06:13:59,78.953125,3.9575
06:14:00,78.953125,3.9575
06:14:01,78.953125,3.9575
06:14:02,78.953125,3.9575
06:14:03,78.953125,3.9575
06:14:04,78.953125,3.9575
06:14:05,78.953125,3.9575
06:14:06,78.953125,3.95875
06:14:07,78.7890625,3.95875
06:14:08,78.7890625,3.9575
06:14:09,78.7890625,3.9575
06:14:10,78.7890625,3.95875
06:14:11,78.7890625,3.95875
06:14:12,78.7890625,3.9575
06:14:13,78.7890625,3.9575
06:14:14,78.7890625,3.9575
06:14:15,78.7890625,3.95875
06:14:16,78.7890625,3.9575
06:14:17,78.7890625,3.95875
06:14:18,78.7890625,3.95875
06:14:19,78.7890625,3.95875
06:14:20,78.7890625,3.9575
06:14:21,78.7890625,3.9575
06:14:22,78.7890625,3.95875
06:14:23,78.7890625,3.95875
06:14:24,78.7890625,3.95875
06:14:25,78.7890625,3.95875
06:14:26,78.7890625,3.95875
06:14:27,78.7890625,3.9575
06:14:28,78.7890625,3.95875
06:14:29,78.7890625,3.95875
06:14:30,78.7890625,3.95875
06:14:31,78.7890625,3.9575
06:14:32,78.7890625,3.9575
06:14:33,78.7890625,3.95875
06:14:34,78.7890625,3.9575
06:14:35,78.7890625,3.9575
06:14:36,78.7890625,3.9575
06:14:37,78.7890625,3.9575
06:14:38,78.7890625,3.9575
06:14:39,78.7890625,3.95875
06:14:40,78.7890625,3.95875
06:14:41,78.7890625,3.9575
06:14:42,78.7890625,3.9575
06:14:43,78.62890625,3.95875
06:14:44,78.62890625,3.95875
06:14:45,78.62890625,3.95875
06:14:46,78.62890625,3.95875
06:14:47,78.62890625,3.9575
06:14:48,78.62890625,3.9575
06:14:49,78.62890625,3.9575
06:14:50,78.62890625,3.9575
06:14:51,78.62890625,3.9575
06:14:52,78.62890625,3.9575
06:14:53,78.62890625,3.9575
06:14:54,78.62890625,3.9575
06:14:55,78.62890625,3.9575
06:14:56,78.62890625,3.9575
06:14:57,78.62890625,3.9575
06:14:58,78.62890625,3.9575
06:14:59,78.62890625,3.9575
06:15:00,78.62890625,3.9575
06:15:01,78.62890625,3.9575
06:15:02,78.62890625,3.9575
06:15:03,78.62890625,3.9575
06:15:04,78.62890625,3.9575
06:15:05,78.62890625,3.9575
06:15:06,78.62890625,3.9575
06:15:07,78.62890625,3.9575
06:15:08,78.62890625,3.9575
06:15:09,78.62890625,3.9575
06:15:10,78.62890625,3.9575
06:15:11,78.62890625,3.9575
06:15:12,78.62890625,3.9575
06:15:13,78.62890625,3.9575
06:15:14,78.62890625,3.9575
06:15:15,78.62890625,3.9575
06:15:16,78.62890625,3.9575
06:15:17,78.62890625,3.9575
06:15:18,78.62890625,3.9575
06:15:19,78.46484375,3.9575
06:15:20,78.46484375,3.9575
06:15:21,78.46484375,3.9575
06:15:22,78.46484375,3.9575
06:15:23,78.46484375,3.9575
06:15:24,78.46484375,3.9575
06:15:25,78.46484375,3.9575
06:15:26,78.46484375,3.9575
06:15:27,78.46484375,3.9575
06:15:28,78.46484375,3.9575
06:15:29,78.46484375,3.9575
06:15:30,78.46484375,3.9575
06:15:31,78.46484375,3.9575
06:15:32,78.46484375,3.9575
06:15:33,78.46484375,3.9575
06:15:34,78.46484375,3.9575
06:15:35,78.46484375,3.9575
06:15:36,78.46484375,3.9575
06:15:37,78.46484375,3.9575
06:15:38,78.46484375,3.9575
06:15:39,78.46484375,3.9575
06:15:40,78.46484375,3.9575
06:15:41,78.46484375,3.9575
06:15:42,78.46484375,3.9575
06:15:43,78.46484375,3.9575
06:15:44,78.46484375,3.9575
06:15:45,78.46484375,3.9575
06:15:46,78.46484375,3.9575
06:15:47,78.46484375,3.95625
06:15:48,78.46484375,3.9575
06:15:49,78.46484375,3.9575
06:15:50,78.46484375,3.95
06:15:51,78.46484375,3.95
06:15:52,78.46484375,3.9525
06:15:53,78.46484375,3.95625
06:15:54,78.46484375,3.95625
06:15:55,78.30078125,3.9525
06:15:56,78.30078125,3.95
06:15:57,78.30078125,3.9525
06:15:58,78.30078125,3.955
06:15:59,78.30078125,3.95625
06:16:00,78.30078125,3.95625
06:16:01,78.30078125,3.955
06:16:02,78.30078125,3.955
06:16:03,78.30078125,3.95625
06:16:04,78.30078125,3.95625
06:16:05,78.30078125,3.955
06:16:06,78.30078125,3.95625
06:16:07,78.30078125,3.95625
06:16:08,78.30078125,3.95625
06:16:09,78.30078125,3.95625
06:16:10,78.30078125,3.955
06:16:11,78.30078125,3.95625
06:16:12,78.30078125,3.955
06:16:13,78.30078125,3.955
06:16:14,78.30078125,3.95625
06:16:15,78.30078125,3.95625
06:16:16,78.30078125,3.955
06:16:17,78.30078125,3.955
06:16:18,78.30078125,3.955
06:16:19,78.30078125,3.955
06:16:20,78.30078125,3.955
06:16:21,78.30078125,3.955
06:16:22,78.30078125,3.955
06:16:23,78.30078125,3.955
06:16:24,78.30078125,3.955
06:16:25,78.30078125,3.955
06:16:26,78.30078125,3.955
06:16:27,78.30078125,3.955
06:16:28,78.30078125,3.94875
06:16:29,78.30078125,3.955
06:16:30,78.13671875,3.955
06:16:31,78.13671875,3.955
06:16:32,78.13671875,3.955
06:16:33,78.13671875,3.955
06:16:34,78.13671875,3.955
06:16:35,78.13671875,3.955
06:16:36,78.13671875,3.955
06:16:37,78.13671875,3.955
06:16:38,78.13671875,3.955
06:16:39,78.13671875,3.955
06:16:40,78.13671875,3.955
06:16:41,78.13671875,3.955
06:16:42,78.13671875,3.955
06:16:43,78.13671875,3.955
06:16:44,78.13671875,3.955
06:16:45,78.13671875,3.955
06:16:46,78.13671875,3.955
06:16:47,78.13671875,3.955
06:16:48,78.13671875,3.955
06:16:49,78.13671875,3.955
06:16:50,78.13671875,3.955
06:16:51,78.13671875,3.955
06:16:52,78.13671875,3.955
06:16:53,78.13671875,3.955
06:16:54,78.13671875,3.955
06:16:55,78.13671875,3.955
06:16:56,78.13671875,3.955
06:16:57,78.13671875,3.955
06:16:58,78.13671875,3.955
06:16:59,78.13671875,3.955
06:17:00,78.13671875,3.955
06:17:01,78.13671875,3.955
06:17:02,78.13671875,3.955
06:17:03,78.13671875,3.955
06:17:04,78.13671875,3.955
06:17:05,78.13671875,3.955
06:17:06,78.13671875,3.955
06:17:07,77.9765625,3.955
06:17:08,77.9765625,3.955
06:17:09,77.9765625,3.955
06:17:10,77.9765625,3.955
06:17:11,77.9765625,3.955
06:17:12,77.9765625,3.955
06:17:13,77.9765625,3.955
06:17:14,77.9765625,3.955
06:17:15,77.9765625,3.955
06:17:16,77.9765625,3.955
06:17:17,77.9765625,3.955
06:17:18,77.9765625,3.955
06:17:19,77.9765625,3.95375
06:17:20,77.9765625,3.95375
06:17:21,77.9765625,3.95375
06:17:22,77.9765625,3.955
06:17:23,77.9765625,3.955
06:17:24,77.9765625,3.95375
06:17:25,77.9765625,3.95375
06:17:26,77.9765625,3.95375
06:17:27,77.9765625,3.95375
06:17:28,77.9765625,3.95375
06:17:29,77.9765625,3.95375
06:17:30,77.9765625,3.95375
06:17:31,77.9765625,3.95375
06:17:32,77.9765625,3.95375
06:17:33,77.9765625,3.95375
06:17:34,77.9765625,3.955
06:17:35,77.9765625,3.95375
06:17:36,77.9765625,3.95375
06:17:37,77.9765625,3.9525
06:17:38,77.9765625,3.95375
06:17:39,77.9765625,3.95375
06:17:40,77.9765625,3.95375
06:17:41,77.9765625,3.9525
06:17:42,77.9765625,3.95375
06:17:43,77.9765625,3.9525
06:17:44,77.8125,3.9525
06:17:45,77.8125,3.95125
06:17:46,77.8125,3.9475
06:17:47,77.8125,3.9475
06:17:48,77.8125,3.9525
06:17:49,77.8125,3.9525
06:17:50,77.8125,3.9525
06:17:51,77.8125,3.9525
06:17:52,77.8125,3.9525
06:17:53,77.8125,3.9525
06:17:54,77.8125,3.9525
06:17:55,77.8125,3.9525
06:17:56,77.8125,3.95125
06:17:57,77.8125,3.94625
06:17:58,77.8125,3.94625
06:17:59,77.8125,3.945
06:18:00,77.8125,3.945
06:18:01,77.8125,3.945
06:18:02,77.8125,3.945
06:18:03,77.8125,3.94625
06:18:04,77.8125,3.945
06:18:05,77.8125,3.945
06:18:06,77.8125,3.945
06:18:07,77.8125,3.945
06:18:08,77.8125,3.9475
06:18:09,77.8125,3.945
06:18:10,77.8125,3.94375
06:18:11,77.8125,3.945
06:18:12,77.8125,3.945
06:18:13,77.8125,3.945
06:18:14,77.8125,3.94375
06:18:15,77.8125,3.94375
06:18:16,77.8125,3.94375
06:18:17,77.6484375,3.945
06:18:18,77.6484375,3.945
06:18:19,77.6484375,3.95
06:18:20,77.6484375,3.95
06:18:21,77.6484375,3.95
06:18:22,77.6484375,3.9475
06:18:23,77.6484375,3.945
06:18:24,77.6484375,3.94375
06:18:25,77.6484375,3.94375
06:18:26,77.6484375,3.94375
06:18:27,77.6484375,3.95
06:18:28,77.6484375,3.95
06:18:29,77.6484375,3.94375
06:18:30,77.6484375,3.9425
06:18:31,77.6484375,3.9425
06:18:32,77.6484375,3.9425
06:18:33,77.6484375,3.9425
06:18:34,77.6484375,3.9425
06:18:35,77.6484375,3.9425
06:18:36,77.6484375,3.9425
06:18:37,77.6484375,3.9425
06:18:38,77.6484375,3.9425
06:18:39,77.6484375,3.9475
06:18:40,77.6484375,3.9425
06:18:41,77.6484375,3.9425
06:18:42,77.6484375,3.9425
06:18:43,77.6484375,3.9425
06:18:44,77.6484375,3.9425
06:18:45,77.6484375,3.9425
06:18:46,77.6484375,3.9425
06:18:47,77.6484375,3.9425
06:18:48,77.6484375,3.9425
06:18:49,77.6484375,3.9425
06:18:50,77.484375,3.9425
06:18:51,77.484375,3.9475
06:18:52,77.484375,3.9475
06:18:53,77.484375,3.87125
06:18:54,77.484375,3.86
06:18:55,77.484375,3.86125
06:18:56,77.484375,3.8625
06:18:57,77.484375,3.86
06:18:58,77.484375,3.86
06:18:59,77.484375,3.8575
06:19:00,77.484375,3.85625
06:19:01,77.484375,3.8525
06:19:02,77.484375,3.8525
06:19:03,77.484375,3.85125
06:19:04,77.484375,3.85
06:19:05,77.484375,3.85
06:19:06,77.32421875,3.8525
06:19:07,77.32421875,3.8525
06:19:08,77.32421875,3.85125
06:19:09,77.32421875,3.85
06:19:10,77.32421875,3.85
06:19:11,77.32421875,3.84875
06:19:12,77.32421875,3.8475
06:19:13,77.32421875,3.8475
06:19:14,77.32421875,3.84625
06:19:15,77.32421875,3.845
06:19:16,77.32421875,3.845
06:19:17,77.32421875,3.84375
06:19:18,77.32421875,3.8425
06:19:19,77.16015625,3.8425
06:19:20,77.16015625,3.8425
06:19:21,77.16015625,3.8425
06:19:22,77.16015625,3.84125
06:19:23,77.16015625,3.90375
06:19:24,77.16015625,3.91125
06:19:25,77.16015625,3.9175
06:19:26,77.16015625,3.92
06:19:27,77.16015625,3.9225
06:19:28,77.16015625,3.9225
06:19:29,77.16015625,3.925
06:19:30,77.16015625,3.925
06:19:31,77.16015625,3.92625
06:19:32,77.16015625,3.9275
06:19:33,77.16015625,3.9275
06:19:34,77.16015625,3.9275
06:19:35,77.16015625,3.93
06:19:36,77.16015625,3.93
06:19:37,77.16015625,3.93
06:19:38,77.16015625,3.93
06:19:39,77.16015625,3.93125
06:19:40,76.99609375,3.9325
06:19:41,76.99609375,3.9325
06:19:42,76.99609375,3.9325
06:19:43,76.99609375,3.9325
06:19:44,76.99609375,3.93375
06:19:45,76.99609375,3.93375
06:19:46,76.99609375,3.935
06:19:47,76.99609375,3.935
06:19:48,76.99609375,3.935
06:19:49,76.99609375,3.935
06:19:50,76.99609375,3.935
06:19:51,76.99609375,3.935
06:19:52,76.99609375,3.935
06:19:53,76.99609375,3.85625
06:19:54,76.99609375,3.8525
06:19:55,76.99609375,3.855
06:19:56,76.99609375,3.855
06:19:57,76.99609375,3.8525
06:19:58,76.99609375,3.85125
06:19:59,76.99609375,3.85
06:20:00,76.99609375,3.84875
06:20:01,76.83203125,3.8475
06:20:02,76.83203125,3.84625
06:20:03,76.83203125,3.845
06:20:04,76.83203125,3.84375
06:20:05,76.83203125,3.8425
06:20:06,76.83203125,3.83625
06:20:07,76.83203125,3.835
06:20:08,76.83203125,3.84
06:20:09,76.83203125,3.84
06:20:10,76.83203125,3.83875
06:20:11,76.83203125,3.83125
06:20:12,76.83203125,3.83
06:20:13,76.83203125,3.835
06:20:14,76.671875,3.835
06:20:15,76.671875,3.835
06:20:16,76.671875,3.83375
06:20:17,76.671875,3.8325
06:20:18,76.671875,3.83125
06:20:19,76.671875,3.8325
06:20:20,76.671875,3.83125
06:20:21,76.671875,3.83
06:20:22,76.671875,3.83
06:20:23,76.671875,3.8975
06:20:24,76.671875,3.9
06:20:25,76.671875,3.90875
06:20:26,76.671875,3.91
06:20:27,76.671875,3.9125
06:20:28,76.671875,3.91375
06:20:29,76.5078125,3.915
06:20:30,76.5078125,3.91625
06:20:31,76.5078125,3.9175
06:20:32,76.5078125,3.9175
06:20:33,76.5078125,3.92
06:20:34,76.5078125,3.92
06:20:35,76.5078125,3.92
06:20:36,76.5078125,3.92125
06:20:37,76.5078125,3.92125
06:20:38,76.5078125,3.91625
06:20:39,76.5078125,3.91625
06:20:40,76.5078125,3.92
06:20:41,76.5078125,3.92375
06:20:42,76.5078125,3.925
06:20:43,76.5078125,3.92
06:20:44,76.5078125,3.91875
06:20:45,76.5078125,3.9225
06:20:47,76.5078125,3.925
06:20:48,76.5078125,3.92625
06:20:49,76.5078125,3.925
06:20:50,76.5078125,3.9275
06:20:51,76.5078125,3.9275
06:20:52,76.5078125,3.9275
06:20:53,76.5078125,3.92875
06:20:54,76.5078125,3.84875
06:20:55,76.34375,3.845
06:20:56,76.34375,3.8475
06:20:57,76.34375,3.845
06:20:58,76.34375,3.84375
06:20:59,76.34375,3.8425
06:21:00,76.34375,3.84125
06:21:01,76.34375,3.84
06:21:02,76.34375,3.83875
06:21:03,76.34375,3.8375
06:21:04,76.34375,3.8375
06:21:05,76.34375,3.835
06:21:06,76.34375,3.835
06:21:07,76.34375,3.83375
06:21:08,76.1796875,3.8325
